file,url,retrieved_utc,bytes,sha256,note
data/raw/iec/lge/2021/detailed_results/WC033.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC033.pdf,2026-09-24 13:25:02 UTC,26910,74acdd8d6647ad25cad0dc06a54410aa3ba07ba94187754d5e6a44514f98cd73,
data/raw/iec/lge/2021/downloadable_party_results/WC034.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC034.csv,2026-09-24 13:25:02 UTC,80969,a7361012711d974fb6d614adab41b256940f8a07a3848677fbda32bdf849ba95,
data/raw/iec/lge/2021/seat_calculation_detail/WC034.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC034.xls,2026-09-24 13:25:03 UTC,24512,87b3791da2031e29c1edc8b8493793f2975c0676467e2b359c487d2b02df298d,
data/raw/iec/lge/2021/detailed_results/WC034.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC034.pdf,2026-09-24 13:25:03 UTC,26173,0cd0e7b87a443711eb709daa86424f80ae1c6c1b23e9179dd61391588a4c51c4,
data/raw/iec/lge/2021/downloadable_party_results/WC041.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC041.csv,2026-09-24 13:25:04 UTC,75382,4e834e2945177e30db17410e9bd7f9c0d5d4c40de3dfe505f0829d00606fa97e,
data/raw/iec/lge/2021/seat_calculation_detail/WC041.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC041.xls,2026-09-24 13:25:05 UTC,24512,f6e37c7a0f25867d9797c63865e26802e76834d1eccfdbddb268b3a3cf0617d7,
data/raw/iec/lge/2021/detailed_results/WC041.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC041.pdf,2026-09-24 13:25:05 UTC,26231,1f873a477a303f656fe6638d9e29cbdd863dab6789a583ab4583ce7a35c05593,
data/raw/iec/lge/2021/downloadable_party_results/WC042.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC042.csv,2026-09-24 13:25:06 UTC,146428,26f89720b088ad36786e7ceaf53c057a566a8e82b9860b9c4eff8af1735e33bd,
data/raw/iec/lge/2021/seat_calculation_detail/WC042.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC042.xls,2026-09-24 13:25:07 UTC,24512,3f7399f8ba61eb240aef88bc899bc0fe320bd45cf3f0f321a4d292b901d8ec9a,
data/raw/iec/lge/2021/detailed_results/WC042.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC042.pdf,2026-09-24 13:25:07 UTC,27482,04843a49810d067765fa5f6989d78391a321dadcf014c3f95aac12b2da49869e,
data/raw/iec/lge/2021/downloadable_party_results/WC043.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC043.csv,2026-09-24 13:25:08 UTC,214199,6741f86726ec73af2db573eef640040e7d6ad8357ac89200f1edf358aed331e9,
data/raw/iec/lge/2021/seat_calculation_detail/WC043.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC043.xls,2026-09-24 13:25:09 UTC,24512,92fa9f2065b69be4f6f7f4ad84f78dffdcfaad4a8e2c31d9478e84cb331521ab,
data/raw/iec/lge/2021/detailed_results/WC043.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC043.pdf,2026-09-24 13:25:09 UTC,28180,80bfdb1fc98726cb6b332f2b20c7d2b410144b0261f27e71270ef56c735901db,
data/raw/iec/lge/2021/downloadable_party_results/WC044.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC044.csv,2026-09-24 13:25:10 UTC,438476,90865ca77327c0ff57a7e7f9dc2921e5f73b93f7a0253db8feec99055293e68d,
